FromAddress,ToCity,ToState,PackageSize,Cost,ShippingTimeDays,Service
Dallas,Accord,NY,Size L,15.25,,UPS® Ground
Dallas,Acton,CA,Size L,15.25,3,UPS® Ground
Dallas,Acton,MA,Size L,16.29,3,UPS® Ground
Dallas,Acton,ME,Size L,16.29,,UPS® Ground
Dallas,Acworth,GA,Size L,14.1,2,UPS® Ground
Dallas,Ada,MI,Size L,14.1,,UPS® Ground
Dallas,Ada,OK,Size L,8.37,1,UPS® Ground
Dallas,Adams,MA,Size L,15.25,3,UPS® Ground
Dallas,Adams Run,SC,Size L,14.1,,UPS® Ground
Dallas,Adamsville,TN,Size L,8.73,,UPS® Ground
Dallas,Adel,GA,Size L,14.1,2,UPS® Ground
Dallas,Adirondack,NY,Size L,16.29,,UPS® Ground
Dallas,Adrian,MO,Size L,8.73,,UPS® Ground
Dallas,Advance,NC,Size L,14.1,3,UPS® Ground
Dallas,Affton,MO,Size L,8.73,2,UPS® Ground
Dallas,Afton,NY,Size L,15.25,,UPS® Ground
Dallas,Ahwahnee,CA,Size L,15.25,,UPS® Ground
Dallas,Alabaster,AL,Size L,8.73,2,UPS® Ground
Dallas,Alamo,CA,Size L,16.29,,UPS® Ground
Dallas,Alapaha,GA,Size L,14.1,,UPS® Ground
Dallas,Alba,TX,Size L,7.95,,UPS® Ground
Denver,Brooklyn,NY,Size L,16.29,3,UPS® Ground
Denver,Houston,TX,Size L,14.1,2,UPS® Ground
Denver,Phoenix,AZ,Size L,14.1,2,UPS® Ground
Denver,San Antonio,TX,Size L,14.1,2,UPS® Ground
Denver,Chicago,IL,Size L,14.1,2,UPS® Ground
Denver,Austin,TX,Size L,14.1,2,UPS® Ground
Denver,Charlotte,NC,Size L,15.25,3,UPS® Ground
Denver,New York,NY,Size L,16.29,3,UPS® Ground
Denver,Atlanta,GA,Size L,15.25,3,UPS® Ground
Denver,Orlando,FL,Size L,16.29,3,UPS® Ground
Denver,Las Vegas,NV,Size L,15.25,2,UPS® Ground
Denver,Colorado Springs,CO,Size L,7.95,1,UPS® Ground
Denver,Marble Falls,TX,Size L,14.1,2,UPS® Ground
Denver,San Diego,CA,Size L,14.1,2,UPS® Ground
Denver,Tampa,FL,Size L,16.29,3,UPS® Ground
Denver,Jacksonville,FL,Size L,16.29,3,UPS® Ground
Denver,Louisville,KY,Size L,15.25,3,UPS® Ground
Denver,Marietta,GA,Size L,15.25,3,UPS® Ground
Denver,Raleigh,NC,Size L,16.29,3,UPS® Ground
Denver,Fort Worth,TX,Size L,14.1,2,UPS® Ground
Denver,Oklahoma City,OK,Size L,8.73,2,UPS® Ground
Denver,Chesapeake,VA,Size L,16.29,3,UPS® Ground
Denver,Dallas,TX,Size L,14.1,2,UPS® Ground
Denver,Denver,CO,Size L,7.95,1,UPS® Ground
Denver,Miami,FL,Size L,16.29,3,UPS® Ground
Denver,Omaha,NE,Size L,8.73,2,UPS® Ground
Denver,Pittsburgh,PA,Size L,15.25,3,UPS® Ground
Denver,Portland,OR,Size L,14.1,3,UPS® Ground
Denver,San Francisco,CA,Size L,14.1,2,UPS® Ground
Denver,San Jose,CA,Size L,14.1,2,UPS® Ground
Denver,Tucson,AZ,Size L,14.1,2,UPS® Ground
Denver,Virginia Beach,VA,Size L,16.29,3,UPS® Ground
Denver,Albuquerque,NM,Size L,8.73,2,UPS® Ground
Denver,Canton,GA,Size L,15.25,3,UPS® Ground
Denver,Gilbert,AZ,Size L,14.1,2,UPS® Ground
Denver,Kansas City,MO,Size L,8.73,2,UPS® Ground
Denver,Nashville,TN,Size L,15.25,3,UPS® Ground
Denver,Saint Louis,MO,Size L,14.1,2,UPS® Ground
Denver,Seattle,WA,Size L,15.25,3,UPS® Ground
Denver,Boise,ID,Size L,14.1,2,UPS® Ground
Denver,Indianapolis,IN,Size L,15.25,3,UPS® Ground
Denver,Knoxville,TN,Size L,15.25,3,UPS® Ground
Denver,Reno,NV,Size L,14.1,2,UPS® Ground
Denver,Rochester,NY,Size L,16.29,4,UPS® Ground
Denver,Bismarck,ND,Size L,8.73,3,UPS® Ground
Denver,Columbia,MO,Size L,14.1,2,UPS® Ground
Denver,Franklin,TN,Size L,15.25,3,UPS® Ground
Denver,Los Angeles,CA,Size L,14.1,2,UPS® Ground
Denver,Mesa,AZ,Size L,14.1,2,UPS® Ground
Denver,Milwaukee,WI,Size L,14.1,2,UPS® Ground
Denver,Abbeville,LA,Size L,14.1,3,UPS® Ground
Denver,Abbot,ME,Size L,17.29,3,UPS® Ground
Denver,Abingdon,MD,Size L,16.29,3,UPS® Ground
Denver,Accord,NY,Size L,16.29,,UPS® Ground
Denver,Acton,CA,Size L,14.1,2,UPS® Ground
Denver,Acton,MA,Size L,16.29,3,UPS® Ground
Denver,Acton,ME,Size L,16.29,,UPS® Ground
Denver,Acworth,GA,Size L,15.25,3,UPS® Ground
Denver,Ada,MI,Size L,15.25,,UPS® Ground
Denver,Ada,OK,Size L,8.73,2,UPS® Ground
Denver,Adams,MA,Size L,16.29,3,UPS® Ground
Denver,Adams Run,SC,Size L,16.29,,UPS® Ground
Denver,Adamsville,TN,Size L,14.1,,UPS® Ground
Denver,Adel,GA,Size L,15.25,3,UPS® Ground
Denver,Adirondack,NY,Size L,16.29,,UPS® Ground
Denver,Adrian,MO,Size L,10.54,,UPS® Ground
Denver,Advance,NC,Size L,15.29,3,UPS® Ground
Denver,Affton,MO,Size L,14.1,2,UPS® Ground
Denver,Afton,NY,Size L,16.29,,UPS® Ground
Denver,Ahwahnee,CA,Size L,14.1,,UPS® Ground
Denver,Alabaster,AL,Size L,15.29,3,UPS® Ground
Denver,Alamo,CA,Size L,14.1,,UPS® Ground
Denver,Alapaha,GA,Size L,15.29,,UPS® Ground
